Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
CNI,GL-06405,2024-11-09,Q,22KT,G RING,GEMSTONE,SL SR,18.0,1.0,6.18,38249.5,1.0,MANIKANDAN,34597.23,4.0,6.0,9.548543118210686,6189.239482200647,Fast Moving
MDU,GL-08068,2024-11-17,Q,22KT,G RING,GEMSTONE,SL SR,17.0,1.0,5.8,42569.08,0.0,ESAKKIAMMAL,30401.1,4.0,6.0,28.584080276106516,7339.496551724138,Fast Moving
MDU,GL-08068,2024-11-17,Q,22KT,G RING,GEMSTONE,SL SR,17.0,1.0,9.43,67675.24,0.0,ESAKKIAMMAL,47080.7,8.0,10.0,30.43142514160276,7176.589607635207,Fast Moving
MDU,GL-08197,2024-11-21,E,22KT,G RING,GEMSTONE,SL SR,17.0,1.0,8.8,53750.33,280.0,SHANMUGANATHAN,42128.0,8.0,10.0,21.622806780907208,6107.992045454545,Slow Moving
MDU,GL-08242,2024-11-23,Q_41,22KT,G RING,GEMSTONE,SL SR,,1.0,0.83,8845.77,209.0,SUNDARAM,3750.0,0.0,1.0,57.60685615836722,10657.554216867471,Slow Moving
CNI,GL-06685,2024-11-25,Q,22KT,G RING,GEMSTONE,SL SR,15.0,1.0,5.14,31949.64,2.0,RAMANATHAN,28676.94,4.0,6.0,10.243307905816781,6215.88326848249,Fast Moving
CNI,GL-06758,2024-11-28,F_54,22KT,G RING,GEMSTONE,SL SR,24.0,1.0,8.68,52749.82,426.0,RAVICHANDRAN,43177.0,8.0,10.0,18.147587991769452,6077.168202764977,Slow Moving
MDU,GL-07569,2024-11-02,E,22KT,G RING,GEMSTONE,OP SE R,,1.0,0.95,8907.62,1526.0,MANOJ KUMAR,3750.0,0.0,1.0,57.90121266960199,9376.442105263159,Slow Moving
CNI,GL-06328,2024-11-05,E_29,22KT,G RING,GEMSTONE,OP SE R,,1.0,1.4,11188.31,1094.0,ANISH,3750.0,0.0,1.0,66.48287364222121,7991.650000000001,Slow Moving
MDU,GL-07990,2024-11-14,Q,22KT,G RING,GEMSTONE,CO R,15.0,1.0,4.3,27750.43,18.0,KANNAN,3750.0,3.0,4.0,86.48669588182958,6453.588372093023,Fast Moving
MDU,GL-08329,2024-11-26,A,22KT,G RING,GEMSTONE,CO R,11.0,1.0,4.36,30750.47,132.0,VANI,26055.35,3.0,4.0,15.268449555405178,7052.860091743119,Slow Moving
MDU,GL-08394,2024-11-27,A,22KT,G RING,GEMSTONE,CO R,7.0,1.0,3.93,29750.36,133.0,VANI,23579.19,3.0,4.0,20.74317756154884,7570.066157760814,Slow Moving
MDU,GL-08462,2024-11-30,A,22KT,G RING,GEMSTONE,CO R,19.0,1.0,5.16,34749.82,4.0,YOGANATHAN,33609.86,4.0,6.0,3.2804774240557193,6734.461240310077,Fast Moving
MDU,GL-07597,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,12.08,69053.35,54.0,MANOJ KUMAR,64859.37,10.0,12.0,6.0735358965205934,5716.336920529801,Slow Moving
MDU,GL-07617,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,7.5,44627.94,16.0,ESAKKIAMMAL,40974.0,6.0,8.0,8.18756142452464,5950.392000000001,Fast Moving
MDU,GL-07617,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,8.56,50398.38,16.0,ESAKKIAMMAL,46237.06,8.0,10.0,8.256852700424101,5887.66121495327,Fast Moving
MDU,GL-07625,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,9.84,57544.32,21.0,ESAKKIAMMAL,55262.57,8.0,10.0,3.965204558851334,5848.0,Fast Moving
MDU,GL-07626,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,10.03,58364.09,21.0,ESAKKIAMMAL,56255.28,8.0,10.0,3.6131977728085842,5818.952143569292,Fast Moving
MDU,GL-07627,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,10.0,58165.89,21.0,ESAKKIAMMAL,56097.97,8.0,10.0,3.5552107945051614,5816.589,Fast Moving
MDU,GL-07628,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,14.38,82229.5,6.0,ESAKKIAMMAL,78008.05,12.0,16.0,5.133741540444727,5718.3240611961055,Fast Moving
MDU,GL-07628,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,19.52,110270.73,62.0,ESAKKIAMMAL,103755.63,16.0,20.0,5.908276838286997,5649.115266393443,Slow Moving
MDU,GL-07629,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,14.2,81240.49,6.0,ESAKKIAMMAL,77076.95,12.0,16.0,5.124956779556608,5721.161267605635,Fast Moving
MDU,GL-07629,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,19.52,110259.66,62.0,ESAKKIAMMAL,103755.63,16.0,20.0,5.898830088901052,5648.548155737705,Slow Moving
MDU,GL-07630,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,10.0,58530.54,21.0,ESAKKIAMMAL,56097.97,8.0,10.0,4.156069634758196,5853.054,Fast Moving
MDU,GL-07631,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.88,76907.51,6.0,ESAKKIAMMAL,75423.44,12.0,16.0,1.9296815096470976,5540.886887608069,Fast Moving
MDU,GL-07633,2024-11-03,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,14.14,80937.67,6.0,ESAKKIAMMAL,76766.58,12.0,16.0,5.153459446015677,5724.021923620933,Fast Moving
MDU,GL-07671,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,6.13,36949.96,62.0,BALAMURUGAN,35152.74,4.0,6.0,4.863929487339096,6027.725938009788,Slow Moving
MDU,GL-07672,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,6.12,36875.6,62.0,BALAMURUGAN,35104.95,4.0,6.0,4.801684582759336,6025.424836601307,Slow Moving
MDU,GL-07673,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,19.85,110750.33,62.0,BALAMURUGAN,105443.9,16.0,20.0,4.79134463978573,5579.3617128463475,Slow Moving
MDU,GL-07674,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,19.85,110750.33,62.0,BALAMURUGAN,105443.9,16.0,20.0,4.79134463978573,5579.3617128463475,Slow Moving
MDU,GL-07675,2024-11-04,U_44,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,16.4,88389.38,0.0,MANOJ KUMAR,85146.48,12.0,16.0,3.6688796776264394,5389.596341463415,Fast Moving
MDU,GL-07693,2024-11-05,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,14.64,79348.95,23.0,KANNAN,80389.6,12.0,16.0,-1.3114855332049242,5420.010245901639,Fast Moving
MDU,GL-07708,2024-11-05,E,22KT,LD BANGLES,MACHINE MADE,MA BG,,2.0,16.74,91422.73,272.0,MANOJ KUMAR,3750.0,16.0,20.0,95.8981754318647,5461.333930704899,Slow Moving
MDU,GL-07784,2024-11-07,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.34,79541.01,65.0,ESAKKIAMMAL,72092.76,12.0,16.0,9.3640374946207,5962.594452773613,Slow Moving
MDU,GL-07785,2024-11-07,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.34,79150.1,65.0,ESAKKIAMMAL,3750.0,12.0,16.0,95.26216644072466,5933.290854572714,Slow Moving
MDU,GL-07788,2024-11-07,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.34,76750.33,65.0,ESAKKIAMMAL,72092.76,12.0,16.0,6.068469021566432,5753.398050974513,Slow Moving
MDU,GL-07796,2024-11-08,U_44,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,15.99,90064.77,16.0,MANOJ KUMAR,81907.7,12.0,16.0,9.056893166995271,5632.568480300188,Fast Moving
MDU,GL-07833,2024-11-09,Q,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,19.83,108354.63,1.0,MANOJ KUMAR,102730.43,16.0,20.0,5.190548848720181,5464.177004538578,Fast Moving
MDU,GL-07889,2024-11-10,Q,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,8.29,50538.28,2.0,KANNAN,45127.62,6.0,8.0,10.70606281021039,6096.294330518697,Fast Moving
MDU,GL-07891,2024-11-10,Q,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,7.75,48749.67,2.0,KANNAN,42434.78,6.0,8.0,12.953708199460632,6290.28,Fast Moving
MDU,GL-07895,2024-11-11,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.6,76468.88,70.0,MANOJ KUMAR,73425.32,12.0,16.0,3.9801289099565698,5622.711764705883,Slow Moving
MDU,GL-07896,2024-11-11,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,13.61,76792.47,70.0,MANOJ KUMAR,73478.41,12.0,16.0,4.31560542329215,5642.356355620867,Slow Moving
MDU,GL-07921,2024-11-12,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,16.54,98616.21,30.0,MANOJ KUMAR,90333.0,16.0,20.0,8.39944061934646,5962.285973397824,Fast Moving
MDU,GL-07921,2024-11-12,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,16.3,97260.59,30.0,MANOJ KUMAR,89074.48,12.0,16.0,8.416677299613339,5966.90736196319,Fast Moving
CBT,GL-03037,2024-11-13,K_35,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,12.71,71615.1,331.0,RAVIKUMAR,3750.0,12.0,16.0,94.76367414134728,5634.547600314713,Slow Moving
MDU,GL-08071,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,10.62,63444.02,36.0,SHANMUGANATHAN,59341.92,10.0,12.0,6.465699998203138,5974.0131826742,Slow Moving
MDU,GL-08073,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,10.7,64677.7,36.0,SHANMUGANATHAN,59759.61,10.0,12.0,7.603996431536676,6044.644859813085,Slow Moving
MDU,GL-08079,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,11.93,69671.58,4.0,ESAKKIAMMAL,65081.59,10.0,12.0,6.5880377623128465,5840.031852472758,Fast Moving
MDU,GL-08081,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,11.82,69639.36,4.0,ESAKKIAMMAL,64518.77,10.0,12.0,7.353011285571844,5891.6548223350255,Fast Moving
MDU,GL-08082,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,11.97,72223.93,4.0,ESAKKIAMMAL,65292.65,10.0,12.0,9.596929992593857,6033.745196324143,Fast Moving
MDU,GL-08083,2024-11-18,A,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,11.82,70918.48,4.0,ESAKKIAMMAL,64518.77,10.0,12.0,9.024037176205693,5999.871404399322,Fast Moving
MDU,GL-08114,2024-11-19,A_73,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,6.02,35095.1,21.0,KAVITHA,3750.0,4.0,6.0,89.31474764283332,5829.750830564784,Fast Moving
MDU,GL-08353,2024-11-27,U_44,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,12.05,74812.36,192.0,KARMEGAM,65003.7,10.0,12.0,13.11101534559263,6208.494605809128,Slow Moving
MDU,GL-08354,2024-11-27,U_44,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,12.05,69571.6,192.0,KARMEGAM,65003.7,10.0,12.0,6.565753842085001,5773.576763485477,Slow Moving
CNI,GL-06767,2024-11-29,Q,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,20.02,108693.86,1.0,ARUNACHALAM,95321.45,16.0,20.0,12.302820048896969,5429.263736263736,Fast Moving
CNI,GL-06797,2024-11-30,N_38,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,11.99,68596.29,242.0,KAMATCHI,63959.68,10.0,12.0,6.75927225801861,5721.125104253544,Slow Moving
CNI,GL-06798,2024-11-30,N_38,22KT,LD BANGLES,MACHINE MADE,MA BG,,1.0,12.01,68721.73,242.0,KAMATCHI,64055.84,10.0,12.0,6.789540950147792,5722.042464612822,Slow Moving
MDU,GL-07669,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,20.18,116622.26,55.0,BALAMURUGAN,106881.84,16.0,20.0,8.352110480452016,5779.101090188305,Slow Moving
MDU,GL-07669,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,15.48,88877.57,55.0,BALAMURUGAN,82861.55,12.0,16.0,6.768884432821469,5741.445090439277,Slow Moving
MDU,GL-07670,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,19.98,115563.12,55.0,BALAMURUGAN,105859.7,16.0,20.0,8.396640727595447,5783.93993993994,Slow Moving
MDU,GL-07670,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,15.16,89936.5,55.0,BALAMURUGAN,81229.25,12.0,16.0,9.681553095795367,5932.486807387862,Slow Moving
MDU,GL-07671,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,23.8,132550.14,13.0,BALAMURUGAN,126843.01,20.0,24.0,4.305638605889076,5569.333613445378,Fast Moving
MDU,GL-07672,2024-11-04,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,23.46,130623.93,13.0,BALAMURUGAN,125081.89,20.0,24.0,4.242744801813874,5567.942455242966,Fast Moving
MDU,GL-08296,2024-11-25,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,13.12,77715.65,1.0,ESAKKIAMMAL,60618.91,12.0,16.0,21.999095420291784,5923.448932926829,Fast Moving
MDU,GL-08297,2024-11-25,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,13.01,76734.33,1.0,ESAKKIAMMAL,60142.79,12.0,16.0,21.622056255655064,5898.10376633359,Fast Moving
MDU,GL-08298,2024-11-25,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,12.74,75750.08,1.0,ESAKKIAMMAL,58970.47,12.0,16.0,22.15127693594515,5945.846153846154,Fast Moving
MDU,GL-08480,2024-11-30,A,22KT,LD BANGLES,MACHINE MADE,FY MA,,1.0,25.44,148864.89,4.0,RAMAMOORTHY,113862.15,24.0,32.0,23.513092979815468,5851.607311320755,Fast Moving
CNI,GL-06468,2024-11-12,A,22KT,LD BANGLES,KERALA,L BA,,1.0,18.12,89886.61,636.0,ARUNACHALAM,88013.0,16.0,20.0,2.0844150202126888,4960.629690949228,Slow Moving
MDU,GL-07597,2024-11-03,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,8.19,46483.79,56.0,MANOJ KUMAR,44230.2,6.0,8.0,4.848120172645139,5675.676434676435,Slow Moving
MDU,GL-07599,2024-11-03,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,8.1,45505.39,56.0,KAVITHA,43780.42,6.0,8.0,3.7906938057227975,5617.9493827160495,Slow Moving
CNI,GL-06271,2024-11-03,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,11.86,66249.62,57.0,ARUNACHALAM,62367.84,10.0,12.0,5.859324174236772,5585.971332209107,Slow Moving
CNI,GL-06313,2024-11-05,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,4.0,24750.45,58.0,KAMATCHI,23519.4,3.0,4.0,4.973848960321931,6187.6125,Slow Moving
CNI,GL-06443,2024-11-11,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,6.2,35420.31,65.0,MANIKANDAN,34392.57,4.0,6.0,2.9015556329122982,5712.953225806451,Slow Moving
MDU,GL-08194,2024-11-21,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,5.91,37250.24,74.0,KAVITHA,32959.55,4.0,6.0,11.518556658963796,6302.917089678511,Slow Moving
CNI,GL-06652,2024-11-23,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,6.05,36323.1,77.0,KAMATCHI,33649.91,4.0,6.0,7.359476476402056,6003.818181818182,Slow Moving
CNI,GL-06653,2024-11-23,A,22KT,LD BANGLES,KERALA,AD BG,,1.0,2.04,14575.37,186.0,KAMATCHI,13831.01,1.0,2.0,5.106971555439077,7144.7892156862745,Slow Moving
MDU,GL-08316,2024-11-26,M_37,22KT,LD BANGLES,KERALA,AD BG,,2.0,6.04,38249.74,80.0,KAVITHA,33602.84,4.0,6.0,12.148840750290072,6332.738410596026,Slow Moving
CBT,GL-03138,2024-11-24,H_32,22KT,LD BANGLES,COIMBATORE,CA R,,1.0,3.7,25001.7,1299.0,JAYADHARSHINI,3750.0,2.0,4.0,85.00101993064472,6757.216216216216,Slow Moving
CNI,GL-06694,2024-11-26,J_10,22KT,LD BANGLES,COIMBATORE,CA R,,1.0,16.26,90793.13,17.0,MUTHUMATHI,86108.52,12.0,16.0,5.1596524979367935,5583.833333333333,Fast Moving
CNI,GL-06233,2024-11-01,Y_47,22KT,LD BANGLES,COIMBATORE,YAZHI,,1.0,7.92,46050.44,99.0,MUTHUMATHI,42466.38,6.0,8.0,7.782900662838411,5814.449494949496,Slow Moving
CNI,GL-06750,2024-11-27,Y_47,22KT,LD BANGLES,COIMBATORE,YAZHI,,1.0,4.84,30749.98,2.0,MUTHUMATHI,28547.09,4.0,6.0,7.163874578129806,6353.301652892562,Fast Moving
CNI,GL-06792,2024-11-30,Y_47,22KT,LD BANGLES,COIMBATORE,YAZHI,,1.0,4.64,29797.81,5.0,KAMATCHI,27522.51,4.0,6.0,7.635796053468368,6421.941810344828,Fast Moving
MDU,GL-07622,2024-11-03,Y_47,22KT,LD BANGLES,CASTING,CA BG,,1.0,11.92,67249.71,188.0,SHRUTHI K,63651.93,10.0,12.0,5.349881806181775,5641.754194630873,Slow Moving
MDU,GL-07630,2024-11-03,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,24.94,145969.42,135.0,ESAKKIAMMAL,130342.42,24.0,32.0,10.705666981481473,5852.823576583802,Slow Moving
MDU,GL-07636,2024-11-04,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,24.42,141750.42,136.0,ESAKKIAMMAL,127701.9,20.0,24.0,9.910743121607695,5804.685503685504,Slow Moving
MDU,GL-07835,2024-11-09,J_10,22KT,LD BANGLES,CASTING,CA BG,,1.0,12.18,71166.29,0.0,KANNAN,65442.38,10.0,12.0,8.043007440741953,5842.880952380952,Fast Moving
CNI,GL-06465,2024-11-12,N_86,22KT,LD BANGLES,CASTING,CA BG,,1.0,12.1,71038.42,410.0,KAMATCHI,59712.0,10.0,12.0,15.944076458907727,5870.943801652893,Slow Moving
CNI,GL-06481,2024-11-13,D,22KT,LD BANGLES,CASTING,CA BG,,1.0,8.62,52250.04,256.0,SELCIYA DEVI,3750.0,8.0,10.0,92.82297200155254,6061.489559164734,Slow Moving
MDU,GL-08026,2024-11-16,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,10.26,63328.53,86.0,KANNAN,56182.83,8.0,10.0,11.283539977953062,6172.37134502924,Slow Moving
MDU,GL-08042,2024-11-17,J_10,22KT,LD BANGLES,CASTING,CA BG,,1.0,12.15,68510.79,33.0,KAVITHA,64289.19,10.0,12.0,6.161949088603404,5638.748148148147,Slow Moving
MDU,GL-08051,2024-11-17,J_10,22KT,LD BANGLES,CASTING,CA BG,,1.0,21.23,119468.68,8.0,KARMEGAM,111280.36,20.0,24.0,6.8539469926343815,5627.351860574658,Fast Moving
MDU,GL-08123,2024-11-19,Q,22KT,LD BANGLES,CASTING,CA BG,,1.0,30.14,177904.9,27.0,KANNAN,3750.0,24.0,32.0,97.89213225717785,5902.617783676177,Fast Moving
MDU,GL-08221,2024-11-22,N_38,22KT,LD BANGLES,CASTING,CA BG,,1.0,22.68,114071.73,340.0,RAMAMOORTHY,3750.0,20.0,24.0,96.71259478575455,5029.617724867725,Slow Moving
MDU,GL-08240,2024-11-23,Q,22KT,LD BANGLES,CASTING,CA BG,,1.0,31.05,198749.73,31.0,KANNAN,3750.0,24.0,32.0,98.11320498397659,6400.957487922706,Slow Moving
MDU,GL-08325,2024-11-26,Z_24,22KT,LD BANGLES,CASTING,CA BG,,1.0,42.45,255812.97,102.0,KANNAN,223756.6,40.0,48.0,12.531174631215922,6026.218374558303,Slow Moving
MDU,GL-08338,2024-11-26,Z_24,22KT,LD BANGLES,CASTING,CA BG,,1.0,23.68,155170.6,232.0,KANNAN,123624.06,20.0,24.0,20.330230082244967,6552.8125,Slow Moving
MDU,GL-08346,2024-11-26,Z_24,22KT,LD BANGLES,CASTING,CA BG,,1.0,25.58,148238.89,227.0,KANNAN,134831.34,24.0,32.0,9.044556391376119,5795.109069585615,Slow Moving
MDU,GL-08347,2024-11-26,Z_24,22KT,LD BANGLES,CASTING,CA BG,,1.0,25.18,144750.0,227.0,KANNAN,132781.61,24.0,32.0,8.268317789291892,5748.6100079428115,Slow Moving
MDU,GL-08349,2024-11-26,Z_24,22KT,LD BANGLES,CASTING,CA BG,,1.0,23.75,136749.98,232.0,KANNAN,123977.36,20.0,24.0,9.340125680457144,5757.893894736842,Slow Moving
CNI,GL-06726,2024-11-27,J_10,22KT,LD BANGLES,CASTING,CA BG,,1.0,8.0,49599.77,2.0,SELCIYA DEVI,44688.78,6.0,8.0,9.901235429115898,6199.97125,Fast Moving
MDU,GL-08377,2024-11-27,E,22KT,LD BANGLES,CASTING,CA BG,,2.0,27.03,161749.56,381.0,SHANMUGANATHAN,121631.0,24.0,32.0,24.80288663536395,5984.075471698113,Slow Moving
MDU,GL-08381,2024-11-27,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,10.48,65781.31,127.0,RAMAMOORTHY,55912.85,8.0,10.0,15.00192075834306,6276.842557251908,Slow Moving
MDU,GL-08381,2024-11-27,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,10.64,66718.95,127.0,RAMAMOORTHY,56712.34,10.0,12.0,14.99815269874601,6270.578007518797,Slow Moving
MDU,GL-08382,2024-11-27,I_33,22KT,LD BANGLES,CASTING,CA BG,,1.0,10.66,66542.02,127.0,RAMAMOORTHY,56810.35,10.0,12.0,14.624849080325491,6242.215759849906,Slow Moving
CBT,GL-03006,2024-11-11,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,24.31,123209.1,478.0,RAVIKUMAR,119295.0,20.0,24.0,3.176794571180218,5068.247634718224,Slow Moving
CNI,GL-06466,2024-11-12,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,35.76,203949.54,444.0,KAMATCHI,165096.0,32.0,40.0,19.050565154498514,5703.286912751679,Slow Moving
MDU,GL-07933,2024-11-12,I_33,22KT,LD BANGLES,CASTING,C SBG,,1.0,10.98,64071.74,326.0,VANI,3750.0,10.0,12.0,94.14718563909767,5835.3132969034605,Slow Moving
MDU,GL-08026,2024-11-16,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,16.22,95073.92,334.0,KANNAN,3750.0,12.0,16.0,96.05570065902405,5861.524044389643,Slow Moving
MDU,GL-08026,2024-11-16,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,16.51,96593.11,334.0,KANNAN,3750.0,16.0,20.0,96.11773551964524,5850.582071471835,Slow Moving
CNI,GL-06553,2024-11-18,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,16.19,94219.35,450.0,ARUNACHALAM,76798.0,12.0,16.0,18.490203976147153,5819.601605929586,Slow Moving
MDU,GL-08334,2024-11-26,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,18.0,104934.94,346.0,KANNAN,3750.0,16.0,20.0,96.42635713138064,5829.718888888889,Slow Moving
MDU,GL-08335,2024-11-26,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,17.16,103377.2,346.0,KANNAN,3750.0,16.0,20.0,96.37250767093711,6024.312354312354,Slow Moving
MDU,GL-08337,2024-11-26,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,23.66,150276.61,346.0,KANNAN,3750.0,20.0,24.0,97.50460168086038,6351.505071851225,Slow Moving
MDU,GL-08350,2024-11-26,A_49,22KT,LD BANGLES,CASTING,C SBG,,1.0,22.88,131750.38,346.0,KANNAN,3750.0,20.0,24.0,97.15370839917122,5758.320804195805,Slow Moving
MDU,GL-08378,2024-11-27,E,22KT,LD BANGLES,CASTING,C SBG,,1.0,21.63,130250.14,155.0,SHANMUGANATHAN,3750.0,20.0,24.0,97.12092439977415,6021.735552473417,Slow Moving
MDU,GL-08379,2024-11-27,E,22KT,LD BANGLES,CASTING,C SBG,,1.0,21.41,129250.39,155.0,SHANMUGANATHAN,3750.0,20.0,24.0,97.09865478935885,6036.916861279776,Slow Moving
MDU,GL-07687,2024-11-05,F,22KT,LD BANGLES,CASTING,C GBG,,1.0,9.25,54049.91,70.0,KAVITHA,51493.39,8.0,10.0,4.7299246196709746,5843.233513513514,Slow Moving
MDU,GL-07723,2024-11-05,I_33,22KT,LD BANGLES,CASTING,C GBG,,1.0,6.37,35476.38,137.0,SHANMUGANATHAN,36251.54,4.0,6.0,-2.1850030921982557,5569.290423861852,Slow Moving
CNI,GL-06449,2024-11-11,F,22KT,LD BANGLES,CASTING,C GBG,,1.0,10.32,61587.25,76.0,PRABU KUMAR,57023.98,8.0,10.0,7.409439453783043,5967.756782945737,Slow Moving
CNI,GL-06485,2024-11-13,F,22KT,LD BANGLES,CASTING,C GBG,,1.0,8.98,47387.88,78.0,ARUNACHALAM,50102.7,8.0,10.0,-5.7289332208995205,5277.046770601336,Slow Moving
MDU,GL-08034,2024-11-16,F,22KT,LD BANGLES,CASTING,C GBG,,1.0,8.12,50250.28,81.0,KARMEGAM,45663.2,6.0,8.0,9.128466547848095,6188.458128078818,Slow Moving
CNI,GL-06536,2024-11-17,F,22KT,LD BANGLES,CASTING,C GBG,,1.0,12.0,70784.06,82.0,KAMATCHI,65689.1,10.0,12.0,7.197891728731006,5898.671666666666,Slow Moving
CNI,GL-06601,2024-11-21,Z_24,22KT,LD BANGLES,CASTING,C GBG,,1.0,11.44,59750.48,3.0,ARUNACHALAM,64017.68,10.0,12.0,-7.141699949523413,5222.944055944056,Fast Moving
CNI,GL-06682,2024-11-25,Z_24,22KT,LD BANGLES,CASTING,C GBG,,1.0,18.49,108749.98,7.0,KAMATCHI,101159.51,16.0,20.0,6.979743812366679,5881.556517036236,Fast Moving
CNI,GL-06803,2024-11-30,Z_24,22KT,LD BANGLES,CASTING,C GBG,,1.0,18.57,112750.04,1.0,MUTHUMATHI,99943.07,16.0,20.0,11.35872767761323,6071.623047926763,Fast Moving
CNI,GL-06497,2024-11-14,J_10,22KT,LD BANGLES,CASTING,B CBG,,1.0,6.05,37976.1,85.0,SELCIYA DEVI,3750.0,4.0,6.0,90.12536832376152,6277.0413223140495,Slow Moving
MDU,GL-08220,2024-11-22,J_10,22KT,LD BANGLES,CASTING,B CBG,,1.0,6.0,38759.33,93.0,KAVITHA,3750.0,4.0,6.0,90.32491015711572,6459.888333333333,Slow Moving
CBT,GL-02908,2024-11-02,N_38,22KT,LD BANGLES,BOMBAY,BY BG,,1.0,8.22,46749.98,172.0,KARUPPANAN,44084.94,6.0,8.0,5.700622759624712,5687.345498783455,Slow Moving
CNI,GL-06411,2024-11-10,N_38,22KT,LD BANGLES,BOMBAY,BY BG,,1.0,12.1,62686.72,457.0,ARUNACHALAM,58441.0,10.0,12.0,6.772917772695718,5180.7206611570255,Slow Moving
